prepared_sample_id,split,status,group_id,export_batch,timestamp_dir,sample_dir,tif_name,image_hash,mark_count,duplicate_count,classes_present
95988__2025_03_20_17_08_19_605178__6280950,train,groups_but_zero_marks,95988,cases_export_1775094268776,2025_03_20_17_08_19_605178,6280950,s-95988-1b0001.tif,3d165222cb7b4af4346f40d440700ce4d6553c1c,0,1,
98915__2025_03_20_15_34_48_592480__2735306,train,groups_but_zero_marks,98915,cases_export_1775094268776,2025_03_20_15_34_48_592480,2735306,s-98915-1a0001.tif,3d75dcf722cb38c14a876bb359881a7a39152182,0,1,
78709__2025_02_06_11_21_39_830540__4271803,train,groups_but_zero_marks,78709,cases_export_1775099769937,2025_02_06_11_21_39_830540,4271803,s-78709-1a0005.tif,3d77c6b7c285f8ddd9cb9a0774c526f38a8cb00f,0,1,
102455__2025_03_20_09_17_15_98408__616143,train,groups_but_zero_marks,102455,cases_export_1775094268776,2025_03_20_09_17_15_98408,616143,s-102455-1b0002.tif,3e2f2b419ca8636b06d18dad9985cdefb83ad2b3,0,1,
73539__2025_02_06_10_51_34_380279__1758225,test,annotated_nonzero,73539,cases_export_1775099769937,2025_02_06_10_51_34_380279,1758225,s-73539-1b0005 (2).tif,3e67c2cbc2bb1aa650b80700ea8abdcb5e54cd5e,237,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
100963__2025_09_29_13_51_14_561253__5776132,train,annotated_nonzero,100963,cases_export_1775094268776,2025_09_29_13_51_14_561253,5776132,s-1009630001.tif,3f3e006ea6cf4ee3ecbf49fbe1f3fb5cdb3b8b29,300,1,健康线粒体|Z线|M线|心肌侧管
76355__2025_09_21_21_24_34_307417__8045201,val,annotated_nonzero,76355,cases_export_1775094268776,2025_09_21_21_24_34_307417,8045201,76355-1a0003.tif,4034cae5650590835b09edf9e79f86008a5e5b24,57,1,严重损伤线粒体|健康线粒体|Z线|M线|心肌侧管
96650__2025_02_07_13_43_15_586952__6422619,test,annotated_nonzero,96650,cases_export_1775094268776,2025_02_07_13_43_15_586952,6422619,s-96650-1a0006.tif,408b71b90bebd3ff11ee2077cdda43111e4aa84d,80,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线样物质堆积|Z线|T管|M线|心肌侧管
,,template_only_no_mark_tables,104173,cases_export_1775094268776,2025_05_15_10_58_22_187034,3500869,10417313.tif,40a8f1643aa0656f1484d44dcd7f61ade083a411,0,1,
78709__2025_02_06_11_21_39_830540__7507693,train,groups_but_zero_marks,78709,cases_export_1775099769937,2025_02_06_11_21_39_830540,7507693,s-78709-1a0015.tif,40a9bb93f26da0aacaee22301ccd9874542044a1,0,1,
100538__2025_02_07_13_53_31_253108__3360301,test,annotated_nonzero,100538,cases_export_1775094268776,2025_02_07_13_53_31_253108,3360301,s-100538-1a0008.tif,42b614baa7fca747c38892b363f6cfcbe49d512b,19,2,健康线粒体|Z线|M线|心肌侧管
101165__2025_09_29_13_55_19_785892__5169535,train,annotated_nonzero,101165,cases_export_1775094268776,2025_09_29_13_55_19_785892,5169535,s-101165-1a0006.tif,43960d4370a5f7b89cd564aaf4f5a14366f8bee7,120,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|M线
109395__2025_12_16_17_05_22_689098__4450586,val,annotated_nonzero,109395,cases_export_1775094268776,2025_12_16_17_05_22_689098,4450586,E10939504.tif,44a22b3504195a89f93f0935bb67fe93c52800bf,490,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|T管|M线|心肌侧管
,,template_only_no_mark_tables,104173,cases_export_1775094268776,2025_05_15_10_58_22_187034,1483161,10417316.tif,45a938fe11b08833fb711dcd07aab513d7428e53,0,1,
101773__2026_01_27_11_03_03_380136__889426,val,annotated_nonzero,101773,cases_export_1775094268776,2026_01_27_11_03_03_380136,889426,s-101773-1b0003.tif,45cc7a8c08d0c2d211ad18f612a4b49c2227d70d,84,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|脂滴|Z线|T管|M线|心肌侧管
98307__2025_03_20_15_37_04_74162__1208095,train,annotated_nonzero,98307,cases_export_1775094268776,2025_03_20_15_37_04_74162,1208095,s-98307-1b0002.tif,45f9d928f4f39300d217435e21657ae7bf23d8ee,262,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|脂滴|Z线|M线|心肌侧管
102478__2025_03_20_09_25_50_775130__7440048,train,groups_but_zero_marks,102478,cases_export_1775094268776,2025_03_20_09_25_50_775130,7440048,s-102478-1b0008.tif,460af41b38f58e6221e4976cf0c6e8b5547617e3,0,1,
,,template_only_no_mark_tables,101685,cases_export_1775094268776,2025_03_20_08_38_48_765312,4800262,s-101685-1a0010.tif,46b945c9b1866f3269e7314bc5cf8af3522090a6,0,1,
102487__2025_03_20_09_21_52_702063__6286910,train,groups_but_zero_marks,102487,cases_export_1775094268776,2025_03_20_09_21_52_702063,6286910,s-102487-1a0007.tif,46ba84780c29f072790c929a130acaa4d35052b4,0,1,
101431__2025_03_20_13_36_27_466882__9236291,train,groups_but_zero_marks,101431,cases_export_1775094268776,2025_03_20_13_36_27_466882,9236291,s-101431-1a0001.tif,470c025b8282fe170f008c3a0ec8291457abd1da,0,1,
,,template_only_no_mark_tables,100519,cases_export_1775094268776,2025_09_24_08_31_30_664190,7716451,s-1005190015.tif,473e82147387f84e37ac32ddfff61411cb5c7af3,0,1,
101773__2026_01_27_11_03_03_380136__7483998,val,annotated_nonzero,101773,cases_export_1775094268776,2026_01_27_11_03_03_380136,7483998,s-101773-1b0010.tif,47595897a3bc7aa5f63e1f26ff97f1f61e170232,228,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
78709__2025_02_06_11_21_39_830540__4143036,train,groups_but_zero_marks,78709,cases_export_1775099769937,2025_02_06_11_21_39_830540,4143036,s-78709-1a0024.tif,477c5d1959d510a9598a49bf1988b04ec976f94f,0,1,
101720__2025_02_07_13_56_22_742686__5226,val,groups_but_zero_marks,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,5226,s-101720-1a0009.tif,47aea0912e2ea19578b650662ff987f11a021688,0,1,
101773__2026_01_27_11_03_03_380136__5449044,val,groups_but_zero_marks,101773,cases_export_1775094268776,2026_01_27_11_03_03_380136,5449044,s-101773-1b0001.tif,489ece62808a83ca81631ace5cec9fb17704c557,0,1,
98915__2025_03_20_15_34_48_592480__7603928,train,annotated_nonzero,98915,cases_export_1775094268776,2025_03_20_15_34_48_592480,7603928,s-98915-1b0006.tif,48e46774d33a9b568c1ccf5bd61a4353751087e4,136,1,Z线|M线|心肌侧管
106363__2025_09_26_15_55_36_591464__1590177,train,annotated_nonzero,106363,cases_export_1775094268776,2025_09_26_15_55_36_591464,1590177,10636309.tif,4954da61e74a8cd67839169779a5d5e64b5c5666,183,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|Z线|M线|心肌侧管
102238__2025_09_29_14_42_32_51334__1743960,test,annotated_nonzero,102238,cases_export_1775094268776,2025_09_29_14_42_32_51334,1743960,s-102238-1b0016.tif,49b9a84bc09835ad0e5d170bdf6069a02ce8d4be,203,1,中度损伤线粒体|健康线粒体|肌浆网|Z线|T管|M线|心肌侧管
101431__2025_03_20_13_36_27_466882__9254556,train,groups_but_zero_marks,101431,cases_export_1775094268776,2025_03_20_13_36_27_466882,9254556,s-101431-1a0012.tif,4aa005e4b855fba325845847426785f3380e0364,0,1,
,,template_only_no_mark_tables,100519,cases_export_1775094268776,2025_09_24_08_31_30_664190,3786700,s-1005190011.tif,4add85a64a5d124759a7d5d71d75ed74714bcc9f,0,1,
78192__2025_02_06_11_04_02_84862__3807880,train,annotated_nonzero,78192,cases_export_1775099769937,2025_02_06_11_04_02_84862,3807880,s-78192-1a0022.tif,4bf6881f9a6812e3c1257565ea2e9d94ff2c0473,296,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
78709__2025_02_06_11_21_39_830540__520916,train,groups_but_zero_marks,78709,cases_export_1775099769937,2025_02_06_11_21_39_830540,520916,s-78709-1a0012.tif,4c2dfe788bf71b2a911f611d1a475109c0b2b9ea,0,1,
102487__2025_03_20_09_21_52_702063__2442162,train,groups_but_zero_marks,102487,cases_export_1775094268776,2025_03_20_09_21_52_702063,2442162,s-102487-1b0007.tif,4d1f5ab9b03107bdd7c93eaccd8f7328219ffbfe,0,1,
101165__2025_09_29_13_55_19_785892__802236,train,annotated_nonzero,101165,cases_export_1775094268776,2025_09_29_13_55_19_785892,802236,s-101165-1a0003.tif,4da3748188f3404e78959ffd0718d883e629f8b0,139,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|T管|M线|心肌侧管
99574__2025_02_07_13_49_55_661479__9667863,train,groups_but_zero_marks,99574,cases_export_1775094268776,2025_02_07_13_49_55_661479,9667863,s-99574-1a0004.tif,4e11191759d4878877a6931dc8149c5c7194b7c7,0,1,
101720__2025_02_07_13_56_22_742686__4054439,val,annotated_nonzero,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,4054439,s-101720-1a0023.tif,4ea5e86b80b9248fbd815ba385f5b46c1aeb1bf0,351,1,健康线粒体|肌浆网|Z线|M线|心肌侧管
101879__2025_09_29_14_17_57_268617__8323671,test,annotated_nonzero,101879,cases_export_1775094268776,2025_09_29_14_17_57_268617,8323671,s-101879-1b0002.tif,4fc9cda760682ff56991c443a7c62860ce92b7f6,209,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|Z线|T管|M线|心肌侧管
98307__2025_03_20_15_37_04_74162__4862995,train,groups_but_zero_marks,98307,cases_export_1775094268776,2025_03_20_15_37_04_74162,4862995,s-98307-1a0004.tif,505d9401f8ca8a440b9194e64cf0d68e0edb8f13,0,1,
99574__2025_02_07_13_49_55_661479__6182996,train,groups_but_zero_marks,99574,cases_export_1775094268776,2025_02_07_13_49_55_661479,6182996,s-99574-1a0020.tif,50986a074d4b193a151110b560bc4aef0356bd9f,0,1,
73539__2025_02_06_10_51_34_380279__9019872,test,groups_but_zero_marks,73539,cases_export_1775099769937,2025_02_06_10_51_34_380279,9019872,s-73539-1a0004.tif,51b40dc805978e1aab8257642001be6346812801,0,1,
79442__2025_02_06_11_30_57_289449__990091,train,annotated_nonzero,79442,cases_export_1775099769937,2025_02_06_11_30_57_289449,990091,s-79442-1a0027.tif,523fdc39e0ce0599a059f9d318ad857681132379,165,1,中度损伤线粒体|健康线粒体|肌浆网|Z线|T管|M线|心肌侧管
102478__2025_03_20_09_25_50_775130__1479084,train,annotated_nonzero,102478,cases_export_1775094268776,2025_03_20_09_25_50_775130,1479084,s-102478-1a0009.tif,529fc8960e004f363693872781c4a16bb57d14cf,74,1,严重损伤线粒体|健康线粒体|肌浆网|Z线样物质堆积
102487__2025_03_20_09_21_52_702063__1894105,train,annotated_nonzero,102487,cases_export_1775094268776,2025_03_20_09_21_52_702063,1894105,s-102487-1a0023.tif,530b5631a81f1e6fab5fac0b68c665b73ecce717,254,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|T管|M线|心肌侧管
104173__2025_05_15_10_58_22_187034__4558934,train,annotated_nonzero,104173,cases_export_1775094268776,2025_05_15_10_58_22_187034,4558934,10417301.tif,533fcd64dc1b4bf670b9f4feecaaa8759157e895,1069,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|闰盘|脂滴|Z线|T管|M线|心肌侧管
102270__2025_03_20_09_34_30_738210__521665,train,groups_but_zero_marks,102270,cases_export_1775094268776,2025_03_20_09_34_30_738210,521665,s-102270-1b0021.tif,5369952fa9e3e1d3bd4b7304c33499341156d75e,0,1,
,,template_only_no_mark_tables,104173,cases_export_1775094268776,2025_05_15_10_58_22_187034,5968780,10417309.tif,536aa97505c5bf39028671936076419d52269d5e,0,1,
99574__2025_02_07_13_49_55_661479__3287093,train,groups_but_zero_marks,99574,cases_export_1775094268776,2025_02_07_13_49_55_661479,3287093,s-99574-1a0004 (2).tif,536d835abcf17c49205b545a81f141026d76b9a5,0,1,
,,template_only_no_mark_tables,106363,cases_export_1775094268776,2025_09_26_15_55_36_591464,1494839,10636308.tif,543c561a8cb22c1a580838c291ddf62899c15c78,0,1,
101720__2025_02_07_13_56_22_742686__8088878,val,annotated_nonzero,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,8088878,s-101720-1b0007.tif,5462018340d23146fbb36854f1942e6625189653,301,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线样物质堆积|脂滴|Z线|T管|M线|心肌侧管
100727__2025_09_29_09_59_10_133471__7030263,train,groups_but_zero_marks,100727,cases_export_1775094268776,2025_09_29_09_59_10_133471,7030263,s-100727-1b0006.tif,55c39a0b7af230d5eb3933cf1ae3ab5cdc9e7b5a,0,1,
100538__2025_02_07_13_53_31_253108__4710313,test,annotated_nonzero,100538,cases_export_1775094268776,2025_02_07_13_53_31_253108,4710313,s-100538-1a0007.tif,55f1a6fee0bf405ddfd9d4b6cd33cef5907b3056,144,2,严重损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
100952__2025_09_29_11_07_00_193879__7879913,test,annotated_nonzero,100952,cases_export_1775094268776,2025_09_29_11_07_00_193879,7879913,s-100952-1a0003.tif,563e9e637a2adf299e77464b7d2c682b0b1ab763,169,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
102238__2025_09_29_14_42_32_51334__5445807,test,annotated_nonzero,102238,cases_export_1775094268776,2025_09_29_14_42_32_51334,5445807,s-102238-1b0011.tif,565d7376570ed17018b3990308e7731bacf288c7,207,1,中度损伤线粒体|健康线粒体|Z线|M线|心肌侧管
101879__2025_09_29_14_17_57_268617__4128020,test,annotated_nonzero,101879,cases_export_1775094268776,2025_09_29_14_17_57_268617,4128020,s-101879-1a0008 - 副本.tif,566e4e02e27820cf3cb7dd11cccd2257b05c6702,275,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|自噬线粒体|Z线|M线|心肌侧管
100519__2025_09_24_08_31_30_664190__7460478,train,annotated_nonzero,100519,cases_export_1775094268776,2025_09_24_08_31_30_664190,7460478,s-1005190001.tif,571763482e4ffeb925db2d5955c9f2072cb9e905,30,1,严重损伤线粒体|中度损伤线粒体|闰盘|Z线|M线|心肌侧管
101879__2025_09_29_14_17_57_268617__978956,test,annotated_nonzero,101879,cases_export_1775094268776,2025_09_29_14_17_57_268617,978956,s-101879-1b0004.tif,57358d2a0e824c58fe7cd2cbb985fa07ba54e111,244,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|T管|M线|心肌侧管
101720__2025_02_07_13_56_22_742686__4618371,val,annotated_nonzero,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,4618371,s-101720-1a0017.tif,580be054e905bd3b0a758c46eabd8848b5f99368,52,1,严重损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
101773__2026_01_27_11_03_03_380136__3701355,val,annotated_nonzero,101773,cases_export_1775094268776,2026_01_27_11_03_03_380136,3701355,s-101773-1b0005.tif,5849ca4152f8e83d803a5a8eaeef7561ab50ddbe,38,1,Z线|M线|心肌侧管
100952__2025_09_29_11_07_00_193879__8932596,test,annotated_nonzero,100952,cases_export_1775094268776,2025_09_29_11_07_00_193879,8932596,s-100952-1b0002.tif,58cbe18dc230bb96e90aaf334f338f5184c10808,189,2,严重损伤线粒体|中度损伤线粒体|健康线粒体|脂滴|Z线|M线|心肌侧管
102478__2025_03_20_09_25_50_775130__8889295,train,annotated_nonzero,102478,cases_export_1775094268776,2025_03_20_09_25_50_775130,8889295,s-102478-1a0015.tif,5930f060812a8266c5177a5e887f1441bf38405a,137,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|闰盘|Z线样物质堆积|脂滴|Z线
,,template_only_no_mark_tables,100519,cases_export_1775094268776,2025_09_24_08_31_30_664190,9018690,s-1005190012.tif,59450ad0ad64516e1e028242aaa1c7dbe400889e,0,1,
101879__2025_09_29_14_17_57_268617__4675173,test,annotated_nonzero,101879,cases_export_1775094268776,2025_09_29_14_17_57_268617,4675173,s-101879-1a0007 - 副本.tif,5a358d06539665f53f26280afac6f826d7372601,60,1,健康线粒体
95988__2025_03_20_17_08_19_605178__2871765,train,annotated_nonzero,95988,cases_export_1775094268776,2025_03_20_17_08_19_605178,2871765,s-95988-1a0007.tif,5ae535310df41f1ced98ca965ebf3c34c05078c6,284,1,健康线粒体|肌浆网|脂滴|Z线|M线|心肌侧管
79442__2025_02_06_11_30_57_289449__4707084,train,annotated_nonzero,79442,cases_export_1775099769937,2025_02_06_11_30_57_289449,4707084,s-79442-1a0008 (2).tif,5b67bd8c604c8d8d4b1fbf7b8fac342bd74e3bf0,177,1,中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
,,template_only_no_mark_tables,76355,cases_export_1775094268776,2025_09_21_21_24_34_307417,6429709,76355-1b0006.tif,5b89a53eb73ce3df8cf97426c10d219e27ea760b,0,1,
109395__2025_12_16_17_05_22_689098__9401076,val,annotated_nonzero,109395,cases_export_1775094268776,2025_12_16_17_05_22_689098,9401076,E10939501.tif,5c5b08046cc50c22110a33f1a844e0ec2d299880,606,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|Z线|M线|心肌侧管
96650__2025_02_07_13_43_15_586952__4004407,test,annotated_nonzero,96650,cases_export_1775094268776,2025_02_07_13_43_15_586952,4004407,s-96650-1b0003.tif,5da7bc8bc637e9d0f67dfbd3cd4b3e1b75d4c468,197,1,严重损伤线粒体|健康线粒体|肌浆网|闰盘|Z线样物质堆积|脂滴|Z线|M线|心肌侧管
101720__2025_02_07_13_56_22_742686__5658088,val,groups_but_zero_marks,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,5658088,s-101720-1a0004.tif,5e56eab4ac5517d332adac73badf425a4fc3c534,0,1,
102238__2025_09_29_14_42_32_51334__8488478,test,annotated_nonzero,102238,cases_export_1775094268776,2025_09_29_14_42_32_51334,8488478,s-102238-1b0002.tif,5ed117bcd19c82c9c25a2cbe06a5b5c1fde77b9e,191,1,中度损伤线粒体|健康线粒体|Z线|M线|心肌侧管
78192__2025_02_06_11_04_02_84862__2262784,train,annotated_nonzero,78192,cases_export_1775099769937,2025_02_06_11_04_02_84862,2262784,s-78192-1a0027.tif,5ee455a5a787c47d1f2a41689a6e9b67f70ec4e0,298,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|自噬线粒体|肌浆网|Z线|M线|心肌侧管
78192__2025_02_06_11_04_02_84862__9322685,train,groups_but_zero_marks,78192,cases_export_1775099769937,2025_02_06_11_04_02_84862,9322685,s-78192-1a0016.tif,5f015fa796e84faa7422dd75aab6f257a1179ef3,0,1,
102487__2025_03_20_09_21_52_702063__2134962,train,annotated_nonzero,102487,cases_export_1775094268776,2025_03_20_09_21_52_702063,2134962,s-102487-1b0010.tif,60b8bed2242c2a048a080e8500a53d783b06256b,268,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
73539__2025_02_06_10_51_34_380279__8778831,test,annotated_nonzero,73539,cases_export_1775099769937,2025_02_06_10_51_34_380279,8778831,s-73539-1b0002 (2).tif,61fbac8e5f7e1615a0733962e16fed3b2613c76e,211,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
99574__2025_02_07_13_49_55_661479__379395,train,groups_but_zero_marks,99574,cases_export_1775094268776,2025_02_07_13_49_55_661479,379395,s-99574-1a0018.tif,636f4e96ce44bb8440593f7616d1075a1a0f6392,0,1,
78709__2025_02_06_11_21_39_830540__1937859,train,groups_but_zero_marks,78709,cases_export_1775099769937,2025_02_06_11_21_39_830540,1937859,s-78709-1a0011.tif,644b98f5e052ecbd2682b5c136af1c1661c23ca7,0,1,
101773__2026_01_27_11_03_03_380136__4206,val,annotated_nonzero,101773,cases_export_1775094268776,2026_01_27_11_03_03_380136,4206,s-101773-1a0006.tif,658e049f4b48df48c8a7a9024a78cdac46c39952,133,1,中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
99574__2025_02_07_13_49_55_661479__6932982,train,groups_but_zero_marks,99574,cases_export_1775094268776,2025_02_07_13_49_55_661479,6932982,s-99574-1a0010.tif,65bbc01e06a60d24b684a51b158ebe38b4bd9523,0,1,
,,template_only_no_mark_tables,104173,cases_export_1775094268776,2025_05_15_10_58_22_187034,8317951,10417308.tif,6758cb94b1669833bc8a0d37970d3420e3ac8ca9,0,1,
98307__2025_03_20_15_37_04_74162__5919245,train,groups_but_zero_marks,98307,cases_export_1775094268776,2025_03_20_15_37_04_74162,5919245,s-98307-1b0003.tif,676752fcc85735fccbaac065bea53630a3e0f450,0,1,
102478__2025_03_20_09_25_50_775130__8208530,train,annotated_nonzero,102478,cases_export_1775094268776,2025_03_20_09_25_50_775130,8208530,s-102478-1b0010.tif,682e2cd40cd45d7c8c3ec2647de6e96f3606aa86,219,1,严重损伤线粒体|健康线粒体|肌浆网|Z线样物质堆积|脂滴|Z线|心肌侧管
101879__2025_09_29_14_17_57_268617__7728727,test,groups_but_zero_marks,101879,cases_export_1775094268776,2025_09_29_14_17_57_268617,7728727,s-101879-1a0006 - 副本.tif,68632510982ec7d1a69926f6690a5159e51caa8f,0,1,
,,template_only_no_mark_tables,101685,cases_export_1775094268776,2025_03_20_08_38_48_765312,7413171,s-101685-1a0013.tif,688ca5fd486382975e166b4ff38da8c6fb40c51c,0,1,
102966__2025_04_23_09_15_22_574073__5129404,train,annotated_nonzero,102966,cases_export_1775094268776,2025_04_23_09_15_22_574073,5129404,s-102966-1a0002.tif,688dc67e63ec1afb8e654836965170230115c2bf,254,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|T管|M线|心肌侧管
102238__2025_09_29_14_42_32_51334__3944497,test,annotated_nonzero,102238,cases_export_1775094268776,2025_09_29_14_42_32_51334,3944497,s-102238-1b0015.tif,69216f717488c011550635d91d59f205afc0dace,192,1,健康线粒体|Z线|M线|心肌侧管
,,template_only_no_mark_tables,76355,cases_export_1775094268776,2025_09_21_21_24_34_307417,5642509,76355-1b0004.tif,6a77cbf2edfbb00556423033bac55500a83cffc8,0,1,
101720__2025_02_07_13_56_22_742686__3641425,val,groups_but_zero_marks,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,3641425,s-101720-1a0005.tif,6af8ca0074a9d8143183fca972b9fd04874df92e,0,1,
,,template_only_no_mark_tables,101685,cases_export_1775094268776,2025_03_20_08_38_48_765312,5981035,s-101685-1a0017.tif,6bd443853317ad3ef78f9ff6db63fee98d899a95,0,1,
76355__2025_09_21_21_24_34_307417__8493526,val,annotated_nonzero,76355,cases_export_1775094268776,2025_09_21_21_24_34_307417,8493526,76355-1b0010.tif,6c2edfac7d3bf890fddbc6865d2df19f93fc20ff,29,1,健康线粒体|自噬线粒体|Z线|M线|心肌侧管
101720__2025_02_07_13_56_22_742686__5402195,val,annotated_nonzero,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,5402195,s-101720-1b0001.tif,6cf1c953be37a019c418b14bdb8784d73fe1c68a,486,1,中度损伤线粒体|健康线粒体|肌浆网|脂滴|Z线|T管|M线|心肌侧管
101773__2026_01_27_11_03_03_380136__7503394,val,annotated_nonzero,101773,cases_export_1775094268776,2026_01_27_11_03_03_380136,7503394,s-101773-1b0013.tif,6cf6a60d999e845755bfdf6178efef45b9a92909,178,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|脂滴|Z线|M线|心肌侧管
99574__2025_02_07_13_49_55_661479__5638471,train,groups_but_zero_marks,99574,cases_export_1775094268776,2025_02_07_13_49_55_661479,5638471,s-99574-1a0016.tif,6d3bd59c628bd90d3903e235fa95f8adea7f7753,0,1,
104173__2025_05_15_10_58_22_187034__2845399,train,groups_but_zero_marks,104173,cases_export_1775094268776,2025_05_15_10_58_22_187034,2845399,10417306.tif,6e20a4c9f385b738edf069cc337b07e66a5bff30,0,1,
101509__2025_09_29_14_09_24_546711__4711390,train,annotated_nonzero,101509,cases_export_1775094268776,2025_09_29_14_09_24_546711,4711390,s-101509-1a0007.tif,6e20bb5a073b983286403b2af17144fb4455bb39,118,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
100538__2025_02_07_13_53_31_253108__2693993,test,annotated_nonzero,100538,cases_export_1775094268776,2025_02_07_13_53_31_253108,2693993,s-100538-1a0006.tif,6ead915cca307d451a7227fc14f558c8a4fd1489,44,2,严重损伤线粒体|中度损伤线粒体|健康线粒体|Z线|M线
101581__2025_07_24_13_54_36_303072__2981754,train,annotated_nonzero,101581,cases_export_1775094268776,2025_07_24_13_54_36_303072,2981754,s-101581-1b0005.tif,6f1878b0f6c61bd972e9294dfc127d6ababd017b,276,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|脂滴|Z线|M线|心肌侧管
102238__2025_09_29_14_42_32_51334__3522676,test,groups_but_zero_marks,102238,cases_export_1775094268776,2025_09_29_14_42_32_51334,3522676,s-102238-1b0022.tif,6f40110fd0890480ad0ebe5ebeee796d2b3531ec,0,1,
101581__2025_07_24_13_54_36_303072__8471848,train,annotated_nonzero,101581,cases_export_1775094268776,2025_07_24_13_54_36_303072,8471848,s-101581-1b0006.tif,6f6e1c0fa325bfafb60c62de5c99c10305ebd934,276,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
101879__2025_09_29_14_17_57_268617__4826206,test,annotated_nonzero,101879,cases_export_1775094268776,2025_09_29_14_17_57_268617,4826206,s-101879-1a0003 - 副本.tif,6fc24fd5e4acd18c63b585db634e62375c0cbebc,109,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|Z线样物质堆积|Z线|M线
109395__2025_12_16_17_05_22_689098__5824150,val,annotated_nonzero,109395,cases_export_1775094268776,2025_12_16_17_05_22_689098,5824150,E10939509.tif,703c72599adbc8f2afac89140606eead68c9f5e1,544,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|Z线|M线|心肌侧管
104173__2025_05_15_10_58_22_187034__6484966,train,annotated_nonzero,104173,cases_export_1775094268776,2025_05_15_10_58_22_187034,6484966,10417310.tif,71162c4d4502fdde82d2089043b8e8219221576f,199,1,Z线|T管|M线
73539__2025_02_06_10_51_34_380279__9393613,test,groups_but_zero_marks,73539,cases_export_1775099769937,2025_02_06_10_51_34_380279,9393613,s-73539-1a0004 (2).tif,72ab6adadd1e152491cbf01058b3d41b3ba3ff43,0,1,
73539__2025_02_06_10_51_34_380279__1373621,test,annotated_nonzero,73539,cases_export_1775099769937,2025_02_06_10_51_34_380279,1373621,s-73539-1b0025.tif,73727d2847331a9270ddeebea675a2b541c5b798,164,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
99575__2025_02_07_13_52_08_837875__6257425,val,annotated_nonzero,99575,cases_export_1775094268776,2025_02_07_13_52_08_837875,6257425,s-99575-1b0001.tif,73abf37e26f646a95dc8ea0e7e30b7b3b8b445b3,250,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|闰盘|脂滴|Z线|T管|M线|心肌侧管
98915__2025_03_20_15_34_48_592480__1437002,train,groups_but_zero_marks,98915,cases_export_1775094268776,2025_03_20_15_34_48_592480,1437002,s-98915-1b0002.tif,73e9b4ff91887d644d677435db3c1b9503a8beb2,0,1,
101720__2025_02_07_13_56_22_742686__9498462,val,annotated_nonzero,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,9498462,s-101720-1a0012.tif,74ec546c98cd9f34ba1d40716b80e5cf960b3115,185,1,中度损伤线粒体|健康线粒体|肌浆网|Z线|T管|M线|心肌侧管
